"CommHouse","Date","Time","Type","Action","LastName","FirstName","MiddleName","Position","Term","Resides_At","ModDate"
"S","6/28/2024","02:00 PM","Session","Advise and Consent","Maples","Mary"," ","to be a member of the Stockton University Board of Trustees","to replace Nancy Davis, for the term prescribed by law, currently set to expire June 30, 2025.","Lincroft",6/28/2024 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Maples","Mary"," ","to be a member of the Stockton University Board of Trustees","to succeed herself, for the term prescribed by law, currently set to expire June 30, 2031.","Lincroft",11/20/2025 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Maples","Mary"," ","to be a member of the Stockton University Board of Trustees","to succeed herself, for the term prescribed by law, currently set to expire June 30, 2031.","Lincroft",1/12/2026 0:00:00
"SJU","6/13/2024","10:00 AM","Meeting","Considered","Maples","Mary"," ","to be a member of the Stockton University Board of Trustees","to replace Nancy Davis, for the term prescribed by law, currently set to expire June 30, 2025.","Lincroft",6/10/2024 0:00:00
"S","1/8/2026","12:00 PM","Quorum","Reported From Committee","Maples","Mary"," ","to be a member of the Stockton University Board of Trustees","to succeed herself, for the term prescribed by law, currently set to expire June 30, 2031.","Lincroft",1/8/2026 0:00:00
"SJU","1/8/2026","10:00 AM","Meeting","Considered","Maples","Mary"," ","to be a member of the Stockton University Board of Trustees","to succeed herself, for the term prescribed by law, currently set to expire June 30, 2031.","Lincroft",12/30/2025 0:00:00
"SJU","2/20/2025","11:00 AM","Meeting","Interviewed","Mapp","Amelia"," ","to be a member of the Cannabis Regulatory Commission","to replace Charles Barker, for the term prescribed by law, currently set to expire February 25, 2029.","Plainfield",2/13/2025 0:00:00
"S","9/19/2024","12:00 PM","Quorum","Referred To Committee","Mapp","Amelia"," ","to be a member of the Cannabis Regulatory Commission","to replace Charles Barker, for the term prescribed by law, currently set to expire February 25, 2029.","Plainfield",9/19/2024 0:00:00
"S","2/20/2025","12:00 PM","Quorum","Reported From Committee","Mapp","Amelia"," ","to be a member of the Cannabis Regulatory Commission","to replace Charles Barker, for the term prescribed by law, currently set to expire February 25, 2029.","Plainfield",2/20/2025 0:00:00
"S","2/25/2025","01:00 PM","Session","Advise and Consent","Mapp","Amelia"," ","to be a member of the Cannabis Regulatory Commission","to replace Charles Barker, for the term prescribed by law, currently set to expire February 25, 2029.","Plainfield",2/25/2025 0:00:00
"S","6/12/2025","12:00 PM","Quorum","Referred To Committee","Marano","Melonie"," ","to be a member of the Highlands Water Protection and Planning Council","to replace Robert Walton, for the term prescribed by law, currently set to expire on January 9, 2030.","Green Brook",6/12/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Reported From Committee","Marano","Melonie"," ","to be a member of the Highlands Water Protection and Planning Council","to replace Robert Walton, for the term prescribed by law, currently set to expire on January 9, 2030.","Green Brook",12/18/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Marano","Melonie"," ","to be a member of the Highlands Water Protection and Planning Council","to replace Robert Walton, for the term prescribed by law, currently set to expire on January 9, 2030.","Green Brook",12/22/2025 0:00:00
"SJU","12/18/2025","10:30 AM","Meeting","Interviewed","Marano","Melonie"," ","to be a member of the Highlands Water Protection and Planning Council","to replace Robert Walton, for the term prescribed by law, currently set to expire on January 9, 2030.","Green Brook",12/16/2025 0:00:00
"SJU","12/16/2024","10:00 AM","Meeting","Interviewed","Marbrey","Janetta","D.","to be the Mercer County Prosecutor","to succeed Angelo J. Onofri, for the term prescribed by law, ending 5 years from the date of appointment.","Ewing Township",12/13/2024 0:00:00
"S","12/12/2024","12:00 PM","Quorum","Referred To Committee","Marbrey","Janetta","D.","to be the Mercer County Prosecutor","to succeed Angelo J. Onofri, for the term prescribed by law, ending 5 years from the date of appointment.","Ewing Township",12/12/2024 0:00:00
"S","12/16/2024","12:00 PM","Quorum","Reported From Committee","Marbrey","Janetta","D.","to be the Mercer County Prosecutor","to succeed Angelo J. Onofri, for the term prescribed by law, ending 5 years from the date of appointment.","Ewing Township",12/16/2024 0:00:00
"S","12/19/2024","02:00 PM","Session","Advise and Consent","Marbrey","Janetta","D.","to be the Mercer County Prosecutor","to succeed Angelo J. Onofri, for the term prescribed by law, ending 5 years from the date of appointment.","Ewing Township",12/19/2024 0:00:00
"S","12/12/2024","12:00 PM","Quorum","Referred To Committee","Marchese","Claudia","L.","to be an Administrative Law Judge","for the term prescribed by law, ending 1 year from the date of appointment.","Hampton Borough",12/12/2024 0:00:00
"S","3/24/2025","01:00 PM","Session","Reported From Committee","Marchese","Claudia","L.","to be an Administrative Law Judge","for the term prescribed by law, ending 1 year from the date of appointment.","Hampton Borough",3/24/2025 0:00:00
"S","3/24/2025","01:00 PM","Session","Advise and Consent","Marchese","Claudia","L.","to be an Administrative Law Judge","for the term prescribed by law, ending 1 year from the date of appointment.","Hampton Borough",3/24/2025 0:00:00
"SJU","3/24/2025","11:00 AM","Meeting","Interviewed","Marchese","Claudia","L.","to be an Administrative Law Judge","for the term prescribed by law, ending 1 year from the date of appointment.","Hampton Borough",3/20/2025 0:00:00
"SJU","1/12/2026","10:00 AM","Meeting","Considered","Maressa","Joseph"," ","to be a member of the South Jersey Port Corporation","to succeed himself, for the term prescribed by law.","Waterford Works",1/10/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Maressa","Joseph"," ","to be a member of the South Jersey Port Corporation","to succeed himself, for the term prescribed by law.","Waterford Works",1/12/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Reported From Committee","Maressa","Joseph"," ","to be a member of the South Jersey Port Corporation","to succeed himself, for the term prescribed by law.","Waterford Works",1/12/2026 0:00:00
"S","1/6/2026","12:00 PM","Quorum","Referred To Committee","Maressa","Joseph"," ","to be a member of the South Jersey Port Corporation","to succeed himself, for the term prescribed by law.","Waterford Works",1/6/2026 0:00:00
"SJU","12/16/2024","10:00 AM","Meeting","Interviewed","Marose","Michelle","J.","to be a Judge of the Superior Court","to succeed the Honorable Peter J. Melchionne, J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Ridgewood",12/12/2024 0:00:00
"S","12/5/2024","12:00 PM","Quorum","Referred To Committee","Marose","Michelle","J.","to be a Judge of the Superior Court","to succeed the Honorable Peter J. Melchionne, J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Ridgewood",12/5/2024 0:00:00
"S","12/19/2024","02:00 PM","Session","Advise and Consent","Marose","Michelle","J.","to be a Judge of the Superior Court","to succeed the Honorable Peter J. Melchionne, J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Ridgewood",12/19/2024 0:00:00
"S","12/16/2024","12:00 PM","Quorum","Reported From Committee","Marose","Michelle","J.","to be a Judge of the Superior Court","to succeed the Honorable Peter J. Melchionne, J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Ridgewood",12/16/2024 0:00:00
"S","3/18/2024","11:00 AM","Session","Advise and Consent","Marsala","William","E.","to be a Judge of the Superior Court","to succeed Hon. Donna Gallucio, following her retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Ringwood",3/18/2024 0:00:00
"S","3/14/2024","12:00 PM","Quorum","Reported From Committee","Marsala","William","E.","to be a Judge of the Superior Court","to succeed Hon. Donna Gallucio, following her retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Ringwood",3/14/2024 0:00:00
"S","1/25/2024","12:00 PM","Quorum","Referred To Committee","Marsala","William","E.","to be a Judge of the Superior Court","to succeed Hon. Donna Gallucio, following her retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Ringwood",1/25/2024 0:00:00
"SJU","3/14/2024","10:00 AM","Meeting","Interviewed","Marsala","William","E.","to be a Judge of the Superior Court","to succeed Hon. Donna Gallucio, following her retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Ringwood",3/12/2024 0:00:00
"S","1/12/2026","12:00 PM","Session","Reported From Committee","Martinotti","Dana"," ","to be a member of the New Jersey Maritime Pilot and Docking Pilot Commission","to succeed herself, for the term prescribed by law.","Cliffside Park",1/12/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Martinotti","Dana"," ","to be a member of the New Jersey Maritime Pilot and Docking Pilot Commission","to succeed herself, for the term prescribed by law.","Cliffside Park",1/12/2026 0:00:00
"S","1/8/2026","12:00 PM","Quorum","Referred To Committee","Martinotti","Dana"," ","to be a member of the New Jersey Maritime Pilot and Docking Pilot Commission","to succeed herself, for the term prescribed by law.","Cliffside Park",1/9/2026 0:00:00
"SJU","1/12/2026","10:00 AM","Meeting","Considered","Martinotti","Dana"," ","to be a member of the New Jersey Maritime Pilot and Docking Pilot Commission","to succeed herself, for the term prescribed by law.","Cliffside Park",1/11/2026 0:00:00
"SJU","12/18/2025","10:30 AM","Meeting","Considered","Maser","Richard"," ","to be a member of the New Jersey Institute of Technology University Board of Trustees","to succeed himself, for the term prescribed by law.","Fort Lauderdale, FL",12/16/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Maser","Richard"," ","to be a member of the New Jersey Institute of Technology University Board of Trustees","to succeed himself, for the term prescribed by law.","Fort Lauderdale, FL",12/22/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Reported From Committee","Maser","Richard"," ","to be a member of the New Jersey Institute of Technology University Board of Trustees","to succeed himself, for the term prescribed by law.","Fort Lauderdale, FL",12/18/2025 0:00:00
"S","12/8/2025","12:00 AM","Quorum","Referred To Committee","Maser","Richard"," ","to be a member of the New Jersey Institute of Technology University Board of Trustees","to succeed himself, for the term prescribed by law.","Fort Lauderdale, FL",12/8/2025 0:00:00
"S","10/27/2025","12:00 PM","Quorum","Referred To Committee","Maurice","Joseph","A.","to be a Judge of the Superior Court","to succeed the Honorable Margaret M. Foti, J.S.C., following her retirement, for the term prescribed by law.","Wyckoff",10/27/2025 0:00:00
"S","12/4/2025","12:00 AM","Quorum","Referred To Committee","Mautone","Anthony","R.","to be a Judge of the Division of Workers' Compensation","to succeed himself, for the term prescribed by law.","Millburn",12/4/2025 0:00:00
"S","1/8/2026","12:00 PM","Quorum","Reported From Committee","Mautone","Anthony","R.","to be a Judge of the Division of Workers' Compensation","to succeed himself, for the term prescribed by law.","Millburn",1/8/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Mautone","Anthony","R.","to be a Judge of the Division of Workers' Compensation","to succeed himself, for the term prescribed by law.","Millburn",1/12/2026 0:00:00
"SJU","1/8/2026","10:00 AM","Meeting","Interviewed","Mautone","Anthony","R.","to be a Judge of the Division of Workers' Compensation","to succeed himself, for the term prescribed by law.","Millburn",1/6/2026 0:00:00
"SJU","1/12/2026","10:00 AM","Meeting","Considered","Mayer","David"," ","to be a member of the Rowan University - Rutgers Camden Board of Governors","to succeed himself, for the term prescribed by law.","Sicklerville",1/10/2026 0:00:00
